log_id,user_id,access_type,location,access_time,status,ip_address
420,269,Room Access,Main Gate,2025-04-19,Success,192.168.3.66
421,18,System Login,Reception,2025-04-04,Denied,192.168.238.172
422,216,Server Room Access,Lobby,2025-01-31,Success,192.168.32.114
423,229,System Login,Back Gate,2025-11-14,Denied,192.168.100.180
424,253,Room Access,Floor 3,2024-06-16,Success,192.168.177.5
425,369,Room Access,Storage,2026-01-07,Failed,192.168.159.11
426,319,Room Access,Floor 2,2025-10-19,Success,192.168.141.245
427,181,Room Access,Lobby,2025-12-07,Success,192.168.130.173
428,215,System Login,Floor 2,2025-09-02,Denied,192.168.113.183
429,461,Room Access,Floor 2,2025-06-26,Failed,192.168.207.105
430,369,Server Room Access,Server Room,2026-01-22,Failed,192.168.209.98
431,7,System Login,Storage,2024-04-29,Failed,192.168.4.139
432,193,System Login,Storage,2025-11-18,Failed,192.168.168.124
433,454,Room Access,Conference Room,2026-04-01,Success,192.168.108.136
434,154,System Login,Parking,2024-01-04,Failed,192.168.230.174
435,340,Server Room Access,Pool,2026-03-14,Failed,192.168.34.103
436,25,Server Room Access,Server Room,2024-04-03,Failed,192.168.213.136
437,301,Server Room Access,Conference Room,2025-08-26,Failed,192.168.238.216
438,330,System Login,Reception,2025-06-02,Failed,192.168.211.4
439,113,System Login,Storage,2024-12-09,Success,192.168.44.110
440,256,Server Room Access,Conference Room,2026-01-07,Denied,192.168.86.197
441,258,System Login,Kitchen,2024-03-18,Success,192.168.52.90
442,77,Room Access,Floor 1,2025-02-16,Success,192.168.28.147
443,359,System Login,Kitchen,2024-02-26,Failed,192.168.127.138
444,292,Server Room Access,Main Gate,2024-09-14,Denied,192.168.210.117
445,122,Room Access,Lobby,2026-01-21,Failed,192.168.230.116
446,357,Server Room Access,Storage,2024-11-26,Denied,192.168.57.172
447,465,System Login,Lobby,2024-03-01,Denied,192.168.46.212
448,229,System Login,Back Gate,2025-12-28,Success,192.168.127.213
449,385,Server Room Access,Pool,2024-05-14,Denied,192.168.157.140
450,11,Server Room Access,Back Gate,2024-04-09,Denied,192.168.81.13
451,421,System Login,Server Room,2025-04-08,Denied,192.168.242.119
452,154,System Login,Floor 1,2026-02-07,Denied,192.168.231.7
453,438,Server Room Access,Gym,2024-04-30,Failed,192.168.215.104
454,155,System Login,Reception,2024-01-15,Success,192.168.107.29
455,330,Room Access,Kitchen,2024-11-12,Denied,192.168.68.218
456,165,Room Access,Kitchen,2024-09-21,Failed,192.168.132.163
457,21,System Login,Main Gate,2024-12-04,Failed,192.168.107.179
458,333,Server Room Access,Server Room,2024-10-15,Failed,192.168.52.169
459,57,Server Room Access,Back Gate,2025-07-16,Failed,192.168.162.143
460,54,Room Access,Floor 1,2025-09-15,Failed,192.168.232.228
461,103,System Login,Floor 2,2025-02-21,Failed,192.168.160.178
462,211,System Login,Pool,2025-01-05,Denied,192.168.103.21
463,370,Server Room Access,Kitchen,2025-01-26,Denied,192.168.234.83
464,390,Room Access,Floor 3,2024-12-15,Failed,192.168.70.52
465,396,System Login,Floor 2,2024-09-28,Failed,192.168.94.123
466,374,Server Room Access,Main Gate,2025-09-26,Failed,192.168.212.31
467,225,Room Access,Kitchen,2024-04-27,Denied,192.168.62.189
468,375,Room Access,Floor 2,2024-11-30,Denied,192.168.55.64
469,372,Server Room Access,Lobby,2025-09-01,Failed,192.168.118.95
470,410,Room Access,Parking,2026-01-19,Denied,192.168.236.80
471,219,System Login,Main Gate,2024-05-16,Failed,192.168.183.23
472,190,System Login,Pool,2024-02-13,Denied,192.168.32.105
473,432,Server Room Access,Conference Room,2025-12-18,Success,192.168.162.24
474,451,Server Room Access,Main Gate,2025-03-13,Failed,192.168.6.65
475,99,Room Access,Reception,2024-04-19,Denied,192.168.96.77
476,404,System Login,Pool,2026-03-26,Failed,192.168.56.225
477,416,Room Access,Lobby,2025-05-12,Failed,192.168.107.144
478,378,Server Room Access,Kitchen,2025-12-19,Denied,192.168.62.116
479,380,System Login,Floor 1,2024-07-12,Denied,192.168.141.44
480,463,Room Access,Lobby,2024-12-01,Failed,192.168.130.218
481,210,Room Access,Back Gate,2024-10-03,Failed,192.168.62.124
482,418,System Login,Main Gate,2025-11-07,Failed,192.168.171.228
483,200,Room Access,Floor 2,2024-07-28,Denied,192.168.211.21
484,102,System Login,Pool,2024-12-03,Success,192.168.106.206
485,97,System Login,Conference Room,2026-02-27,Success,192.168.232.231
486,19,Room Access,Floor 2,2024-05-16,Failed,192.168.173.16
487,453,Room Access,Gym,2026-03-25,Failed,192.168.135.126
488,333,Room Access,Conference Room,2025-01-05,Denied,192.168.234.227
489,156,Server Room Access,Conference Room,2026-04-22,Success,192.168.103.140
490,161,Room Access,Reception,2025-06-01,Failed,192.168.152.70
491,299,System Login,Conference Room,2025-06-28,Failed,192.168.5.42
492,290,Server Room Access,Floor 2,2024-03-21,Denied,192.168.121.229
493,156,Room Access,Server Room,2024-03-21,Success,192.168.196.165
494,239,Room Access,Storage,2026-01-22,Denied,192.168.105.94
495,361,Server Room Access,Gym,2024-03-07,Success,192.168.35.141
496,345,System Login,Parking,2025-05-03,Failed,192.168.25.139
497,432,Room Access,Reception,2025-09-27,Failed,192.168.44.23
498,34,Room Access,Floor 1,2025-09-19,Failed,192.168.214.187
499,76,Server Room Access,Floor 2,2024-09-05,Failed,192.168.249.186
500,407,Room Access,Floor 1,2024-12-27,Denied,192.168.200.92
501,481,Room Access,Server Room,2024-05-14,Failed,192.168.56.191
502,21,System Login,Parking,2026-02-19,Failed,192.168.75.39
503,344,System Login,Server Room,2024-08-04,Success,192.168.4.87
504,37,System Login,Storage,2025-08-15,Failed,192.168.234.198
505,96,Room Access,Kitchen,2024-01-20,Denied,192.168.241.63
506,377,System Login,Lobby,2026-02-16,Failed,192.168.89.18
507,409,System Login,Floor 2,2024-03-31,Failed,192.168.190.86
508,184,Server Room Access,Gym,2025-05-05,Failed,192.168.89.48
509,46,Server Room Access,Floor 1,2024-10-12,Success,192.168.235.233
510,474,Room Access,Kitchen,2025-05-15,Success,192.168.191.23
511,208,Server Room Access,Floor 1,2024-05-18,Denied,192.168.158.116
512,357,Room Access,Back Gate,2024-07-29,Failed,192.168.235.119
513,368,Room Access,Reception,2025-09-21,Success,192.168.155.51
514,52,Server Room Access,Floor 3,2026-01-29,Success,192.168.86.59
515,87,Room Access,Server Room,2024-07-07,Success,192.168.243.2
516,412,Room Access,Floor 3,2025-02-23,Denied,192.168.100.59
517,99,Room Access,Pool,2024-10-25,Failed,192.168.182.184
518,55,Room Access,Back Gate,2025-08-27,Denied,192.168.54.155
519,345,System Login,Floor 3,2025-07-18,Failed,192.168.45.209
520,270,Room Access,Floor 1,2024-12-09,Failed,192.168.9.155
521,253,Server Room Access,Parking,2025-07-07,Success,192.168.250.188
522,364,Server Room Access,Reception,2025-10-10,Success,192.168.25.41
523,33,Server Room Access,Parking,2025-12-12,Denied,192.168.207.37
524,52,System Login,Back Gate,2025-06-11,Denied,192.168.226.206
525,294,Room Access,Kitchen,2024-12-11,Failed,192.168.100.78
526,225,Room Access,Floor 2,2024-01-04,Failed,192.168.81.145
527,481,System Login,Main Gate,2024-01-18,Failed,192.168.145.43
528,307,Room Access,Back Gate,2025-04-29,Denied,192.168.29.224
529,441,Room Access,Server Room,2024-09-24,Success,192.168.157.95
530,246,Server Room Access,Back Gate,2025-03-20,Denied,192.168.19.29
531,305,Server Room Access,Parking,2024-04-23,Failed,192.168.116.143
532,260,Room Access,Floor 2,2025-12-03,Success,192.168.40.237
533,365,Server Room Access,Floor 3,2026-02-06,Success,192.168.187.225
534,113,System Login,Pool,2024-05-14,Denied,192.168.29.51
535,357,Room Access,Server Room,2024-01-17,Denied,192.168.199.241
536,40,Room Access,Floor 2,2024-11-28,Success,192.168.105.24
537,396,Server Room Access,Conference Room,2026-01-23,Success,192.168.91.75
538,493,Room Access,Floor 1,2024-09-25,Failed,192.168.200.140
539,248,Room Access,Floor 3,2026-02-21,Failed,192.168.16.17
540,110,Room Access,Conference Room,2025-12-17,Failed,192.168.191.113
541,104,Server Room Access,Gym,2024-05-30,Success,192.168.201.36
542,257,Server Room Access,Reception,2024-01-25,Denied,192.168.129.62
543,337,Room Access,Lobby,2025-04-02,Success,192.168.63.35
544,126,Room Access,Main Gate,2024-01-24,Success,192.168.112.105
545,215,Server Room Access,Kitchen,2025-03-27,Denied,192.168.102.70
546,206,System Login,Floor 1,2024-01-24,Denied,192.168.131.16
547,362,System Login,Main Gate,2025-01-29,Denied,192.168.11.40
548,383,Server Room Access,Back Gate,2026-02-18,Failed,192.168.105.140
549,377,Server Room Access,Pool,2025-09-02,Denied,192.168.106.11
550,49,System Login,Main Gate,2024-05-21,Success,192.168.211.138
551,54,System Login,Reception,2025-08-08,Success,192.168.43.100
552,418,Server Room Access,Main Gate,2024-06-26,Denied,192.168.248.182
553,465,Server Room Access,Floor 1,2024-11-28,Failed,192.168.79.52
554,328,Server Room Access,Server Room,2025-01-27,Failed,192.168.202.58
555,280,System Login,Kitchen,2024-02-03,Denied,192.168.225.7
556,282,Server Room Access,Conference Room,2024-12-16,Denied,192.168.40.194
557,221,System Login,Floor 3,2025-09-17,Denied,192.168.169.216
558,290,Server Room Access,Storage,2024-11-16,Denied,192.168.164.125
559,357,Room Access,Gym,2024-07-28,Failed,192.168.201.92
560,213,System Login,Lobby,2025-11-05,Failed,192.168.89.97
561,110,Server Room Access,Floor 3,2024-03-23,Denied,192.168.217.32
562,236,System Login,Floor 2,2025-11-08,Failed,192.168.114.44
563,229,System Login,Floor 3,2025-11-22,Denied,192.168.20.141
564,170,System Login,Reception,2025-07-16,Failed,192.168.34.219
565,489,System Login,Floor 1,2025-03-25,Denied,192.168.172.7
566,479,System Login,Reception,2024-07-04,Failed,192.168.177.223
567,414,Room Access,Server Room,2025-02-19,Success,192.168.167.2
568,321,Server Room Access,Main Gate,2025-10-12,Failed,192.168.206.40
569,390,Room Access,Server Room,2025-11-13,Failed,192.168.97.235
570,167,Room Access,Floor 1,2026-02-20,Failed,192.168.201.74
571,417,System Login,Kitchen,2024-03-14,Denied,192.168.209.178
572,209,Room Access,Floor 3,2026-01-18,Success,192.168.182.60
573,227,Server Room Access,Reception,2025-05-26,Denied,192.168.10.113
574,61,System Login,Floor 3,2025-01-24,Failed,192.168.86.248
575,433,System Login,Kitchen,2024-09-25,Denied,192.168.79.29
576,249,Room Access,Floor 3,2025-01-06,Denied,192.168.204.183
577,280,Room Access,Back Gate,2025-04-02,Failed,192.168.209.82
578,140,Server Room Access,Storage,2024-09-29,Failed,192.168.41.81
579,296,Room Access,Storage,2024-10-11,Denied,192.168.221.115
580,3,Room Access,Floor 2,2026-01-18,Success,192.168.10.46
581,47,System Login,Reception,2025-03-05,Success,192.168.186.5
582,323,Room Access,Floor 1,2025-10-01,Denied,192.168.126.188
583,11,Room Access,Storage,2025-02-13,Success,192.168.37.174
584,389,System Login,Gym,2025-10-08,Success,192.168.78.130
585,363,System Login,Parking,2025-08-02,Denied,192.168.7.214
586,252,Server Room Access,Conference Room,2026-02-28,Denied,192.168.24.219
587,265,System Login,Parking,2024-05-04,Denied,192.168.182.106
588,256,System Login,Lobby,2024-09-27,Failed,192.168.175.152
589,451,Server Room Access,Floor 2,2025-01-02,Success,192.168.50.17
590,91,System Login,Lobby,2024-07-04,Success,192.168.102.18
591,291,Room Access,Kitchen,2025-10-19,Failed,192.168.182.44
592,485,Server Room Access,Floor 1,2024-05-30,Failed,192.168.55.161
593,138,Server Room Access,Parking,2024-10-05,Success,192.168.32.14
594,410,Server Room Access,Main Gate,2025-07-21,Failed,192.168.238.51
595,472,Server Room Access,Floor 3,2024-08-30,Denied,192.168.98.31
596,41,System Login,Main Gate,2025-03-18,Denied,192.168.122.101
597,246,Room Access,Parking,2024-09-26,Failed,192.168.103.176
598,186,Server Room Access,Reception,2024-03-25,Failed,192.168.224.253
599,316,Room Access,Main Gate,2025-08-19,Success,192.168.127.151
600,445,Server Room Access,Server Room,2024-09-03,Failed,192.168.54.226
601,67,Room Access,Floor 1,2026-04-19,Failed,192.168.49.170
602,99,System Login,Main Gate,2024-04-27,Success,192.168.84.76
603,108,Server Room Access,Main Gate,2024-07-07,Failed,192.168.179.121
604,289,Room Access,Floor 1,2026-04-20,Denied,192.168.24.144
605,189,Server Room Access,Reception,2024-03-12,Success,192.168.13.224
606,426,Server Room Access,Storage,2025-04-06,Success,192.168.239.241
607,375,Room Access,Reception,2026-01-31,Denied,192.168.62.127
608,161,Server Room Access,Back Gate,2024-10-28,Denied,192.168.45.189
609,90,System Login,Reception,2026-01-15,Denied,192.168.125.161
610,10,Server Room Access,Reception,2024-12-28,Success,192.168.198.121
611,350,Server Room Access,Floor 3,2026-03-28,Denied,192.168.249.109
612,270,Room Access,Back Gate,2025-12-01,Success,192.168.105.226
613,382,System Login,Floor 2,2026-03-09,Failed,192.168.40.20
614,202,System Login,Reception,2025-04-01,Success,192.168.21.196
615,404,Server Room Access,Floor 2,2025-11-20,Denied,192.168.117.108
616,491,Server Room Access,Reception,2025-11-13,Success,192.168.167.65
617,419,System Login,Server Room,2026-02-01,Failed,192.168.70.66
618,382,Server Room Access,Server Room,2024-11-19,Success,192.168.111.24
619,191,System Login,Reception,2024-05-17,Failed,192.168.223.44
620,498,System Login,Gym,2024-10-31,Denied,192.168.178.8
621,383,Room Access,Gym,2024-10-22,Failed,192.168.51.108
622,250,Server Room Access,Floor 3,2026-04-22,Failed,192.168.160.18
623,213,Room Access,Gym,2025-06-05,Failed,192.168.203.175
624,314,System Login,Main Gate,2026-01-25,Failed,192.168.0.188
625,155,Server Room Access,Storage,2025-01-27,Denied,192.168.212.65
626,466,Server Room Access,Gym,2026-03-25,Success,192.168.102.101
627,109,Server Room Access,Server Room,2024-05-16,Denied,192.168.104.248
628,490,Server Room Access,Conference Room,2024-08-06,Denied,192.168.56.17
629,481,Server Room Access,Main Gate,2026-01-11,Success,192.168.15.62
630,454,Server Room Access,Floor 3,2025-05-17,Denied,192.168.185.5
631,365,System Login,Floor 3,2025-05-02,Denied,192.168.227.199
632,489,Room Access,Lobby,2025-01-19,Denied,192.168.186.206
633,225,Server Room Access,Back Gate,2024-10-16,Success,192.168.169.134
634,236,Room Access,Parking,2024-06-10,Failed,192.168.47.205
635,177,Server Room Access,Floor 3,2025-06-24,Failed,192.168.34.165
636,88,System Login,Reception,2025-07-30,Denied,192.168.33.51
637,284,Server Room Access,Floor 3,2024-08-14,Denied,192.168.148.101
638,500,Server Room Access,Storage,2025-03-23,Failed,192.168.30.12
639,304,Room Access,Server Room,2024-03-20,Failed,192.168.34.13
640,332,Room Access,Main Gate,2025-01-27,Failed,192.168.171.11
641,145,Room Access,Floor 3,2025-03-30,Denied,192.168.162.131
642,42,Server Room Access,Floor 1,2024-09-29,Success,192.168.154.182
643,257,System Login,Storage,2026-04-22,Failed,192.168.84.134
644,137,Room Access,Floor 3,2024-10-05,Failed,192.168.17.83
645,77,Server Room Access,Floor 3,2025-07-04,Success,192.168.216.10
646,435,System Login,Floor 2,2024-12-18,Failed,192.168.59.228
647,182,Server Room Access,Kitchen,2026-03-29,Failed,192.168.173.62
648,344,System Login,Pool,2024-05-11,Denied,192.168.44.44
649,363,Room Access,Storage,2025-09-03,Denied,192.168.28.20
650,111,Room Access,Main Gate,2024-01-16,Failed,192.168.6.84
651,20,Server Room Access,Storage,2025-03-24,Failed,192.168.56.127
652,218,Server Room Access,Pool,2025-11-12,Denied,192.168.167.180
653,481,Server Room Access,Kitchen,2025-01-17,Denied,192.168.40.205
654,402,System Login,Main Gate,2026-04-26,Success,192.168.239.192
655,281,System Login,Floor 2,2024-05-23,Success,192.168.169.223
656,293,Server Room Access,Reception,2025-10-06,Success,192.168.197.106
657,118,Room Access,Floor 3,2025-10-16,Denied,192.168.209.30
658,406,Room Access,Pool,2026-04-29,Denied,192.168.253.205
659,94,Room Access,Conference Room,2024-01-11,Success,192.168.13.81
660,152,Room Access,Back Gate,2026-03-27,Failed,192.168.24.200
661,272,Room Access,Back Gate,2025-10-13,Denied,192.168.27.53
662,496,Server Room Access,Server Room,2025-03-20,Success,192.168.2.3
663,293,Room Access,Pool,2025-03-21,Failed,192.168.177.32
664,476,System Login,Conference Room,2024-10-18,Denied,192.168.116.15
665,138,System Login,Reception,2026-02-13,Failed,192.168.89.252
666,95,Server Room Access,Floor 3,2024-08-09,Denied,192.168.158.106
667,149,Server Room Access,Floor 1,2024-01-08,Failed,192.168.247.24
668,96,Room Access,Reception,2024-12-03,Success,192.168.244.29
669,32,Server Room Access,Parking,2024-11-24,Denied,192.168.35.103
670,37,Server Room Access,Reception,2024-09-16,Failed,192.168.187.212
671,79,Server Room Access,Floor 1,2026-01-27,Failed,192.168.74.10
672,265,Room Access,Conference Room,2025-08-20,Failed,192.168.28.175
673,357,System Login,Floor 2,2026-02-22,Denied,192.168.88.25
674,309,System Login,Back Gate,2026-02-03,Success,192.168.141.63
675,364,Room Access,Conference Room,2025-05-06,Success,192.168.159.238
676,285,Room Access,Storage,2024-08-03,Failed,192.168.112.190
677,327,Server Room Access,Reception,2025-10-12,Denied,192.168.53.17
678,148,Server Room Access,Gym,2024-12-03,Success,192.168.196.155
679,451,System Login,Floor 2,2025-05-22,Denied,192.168.95.39
680,138,Room Access,Main Gate,2025-10-10,Failed,192.168.197.10
681,270,Server Room Access,Floor 3,2025-06-06,Denied,192.168.168.169
682,307,Room Access,Back Gate,2024-05-05,Failed,192.168.165.242
683,233,System Login,Server Room,2025-10-02,Failed,192.168.197.196
